dr_name,speciality,qualification,years_of_experience,location,city,dp_score%,npv,consultation_fee_₹,additional_qualification
Dr. Manju Aggarwal,Gynecologist,MBBS,22.0,Pitampura,Delhi,100.0,39.0,800.0,Others
Dr. Kiranjeet Kaur,Gynecologist,DNB,25.0,Saket,Delhi,95.0,24.0,1000.0,Others
Dr. Divya Pandey,Gynecologist,MBBS,10.0,Dwarka Sector 19,Delhi,100.0,40.0,500.0,MS
Dr. Anupma Gupta,Gynecologist,MBBS,23.0,Pitampura,Delhi,80.0,7.0,600.0,MD
Dr. Richa Gupta,Gynecologist,MBBS,14.0,Dwarka Sector 13,Delhi,92.0,8.0,700.0,DGO
Dr. Nidhi Bansal Gupta,Gynecologist,MBBS,12.0,Prashant Vihar,Delhi,100.0,50.0,600.0,MS
Dr. Dipika Palit,Gynecologist,MBBS,15.0,CR Park,Delhi,100.0,15.0,600.0,DNB
Dr. Hirday Kapoor,Gynecologist,MBBS,30.0,Punjabi Bagh,Delhi,78.0,5.0,1000.0,"DGO, DNB"
Dr. Bijoy Kumar Nayak,Gynecologist,MD,31.0,Dwarka Sector 6,Delhi,86.0,7.0,900.0,MBBS
Dr. Rinku Sengupta,Gynecologist,MBBS,28.0,Malviya Nagar,Delhi,65.0,18.0,1200.0,MD
Dr. Nilotpala Mohanty,Gynecologist,MBBS,22.0,Chattarpur,Delhi,94.0,5.0,700.0,MD
Dr. Shweta Gupta,Gynecologist,DGO,13.0,Connaught Place,Delhi,100.0,1.0,1000.0,MBBS
Dr. Swati Sinha,Gynecologist,MBBS,21.0,Malviya Nagar,Delhi,73.0,9.0,1200.0,MD
Dr. Meenakshi Banerjee,Gynecologist,MBBS,19.0,Kalkaji,Delhi,100.0,0.0,1050.0,MS
Dr. Manisha Gupta,Gynecologist,MBBS,7.0,Patel Nagar West,Delhi,100.0,1.0,500.0,DGO
Dr. Madhu Khandelwal,Gynecologist,MBBS,28.0,Punjabi Bagh,Delhi,0.0,0.0,1000.0,MS
Dr. Nikita Jindal,Gynecologist,MBBS,13.0,Rohini Sector 6,Delhi,100.0,10.0,1000.0,MS
Dr. Ritu Goyal,Gynecologist,MBBS,23.0,Patparganj,Delhi,50.0,2.0,1000.0,DNB
Dr. Ritu Garg,Gynecologist,MBBS,16.0,Dwarka Sector 6,Delhi,95.0,16.0,900.0,MS
Dr. Mohini Soni,Gynecologist,MBBS,12.0,Vasant Kunj,Delhi,100.0,9.0,1000.0,DNB
Dr. Anuradha Kapur,Gynecologist,MBBS,32.0,Saket,Delhi,31.0,23.0,1200.0,MD
Dr. Manisha Agrawal,Gynecologist,MBBS,14.0,Rohini Sector 18,Delhi,0.0,0.0,500.0,DGO
Dr. Swasti,Gynecologist,MBBS,22.0,Patparganj,Delhi,100.0,1.0,800.0,DNB
Dr. Sakshi Goel,Gynecologist,MBBS,9.0,Malviya Nagar,Delhi,100.0,2.0,900.0,MS
Dr. Neelima Kulshrestha,Gynecologist,MBBS,25.0,Patparganj,Delhi,100.0,0.0,1000.0,DNB
Dr. Suneet Kaur Malhotra,Gynecologist,MS,18.0,Shalimar Bagh,Delhi,100.0,1.0,800.0,MBBS
Dr. Gazal Garg,Gynecologist,MBBS,12.0,Dwarka Sector 11,Delhi,100.0,2.0,600.0,MS
Dr. Garima Sharma,Gynecologist,MBBS,14.0,Janakpuri,Delhi,100.0,1.0,800.0,Others
Dr. Aastha Gupta,Gynecologist,MBBS,11.0,Mandi House,Delhi,0.0,0.0,1200.0,Others
Dr. Harsha Jain,Gynecologist,MBBS,20.0,Shalimar Bagh,Delhi,100.0,1.0,1000.0,MS
Dr. Pooja Bajaj Wadhwa,Gynecologist,MBBS,11.0,Punjabi Bagh,Delhi,0.0,0.0,0.0,MS
Dr. Vishakha,Gynecologist,MD,6.0,IP Extension,Delhi,100.0,0.0,600.0,Not Applicable
Dr. Sonam Gupta,Gynecologist,MBBS,15.0,Paschim Vihar,Delhi,100.0,1.0,800.0,MS
Dr. Anju Goswami,Gynecologist,MBBS,34.0,Gujranwala Town,Delhi,0.0,0.0,1000.0,MS
Dr. Chanchal,Gynecologist,MBBS,18.0,Malviya Nagar,Delhi,100.0,0.0,1100.0,MD
Dr. Sheetal Agarwal,Gynecologist,MBBS,34.0,Panchsheel Park,Delhi,0.0,0.0,1600.0,DNB
Dr. Sheetal Sinha,Gynecologist,MBBS,18.0,Dwarka,Delhi,0.0,0.0,500.0,MS
Dr. Geetanjali,Gynecologist,MBBS,21.0,Dwarka Sector 6,Delhi,0.0,0.0,900.0,"DGO, DNB"
Dr. Smita Kular,Gynecologist,MBBS,33.0,Panchsheel Park,Delhi,0.0,0.0,1600.0,MD
Dr. Shakuntla Kumar,Gynecologist,MBBS,35.0,Delhi,Delhi,98.0,257.0,1000.0,Others
Dr. Shelly Arora,Gynecologist,MBBS,14.0,Punjabi Bagh,Delhi,0.0,0.0,800.0,MS
Dr. Garima Goel,Gynecologist,MBBS,19.0,Safdarjung Enclave,Delhi,50.0,2.0,800.0,MS
Dr. Neha Bansal,Gynecologist,MBBS,9.0,Pitampura,Delhi,0.0,0.0,700.0,MS
Dr. Manju Gupta,Gynecologist,MBBS,16.0,Delhi,Delhi,97.0,305.0,700.0,MS
Dr. Ramnik Sabharwal,Gynecologist,MBBS,22.0,Delhi,Delhi,86.0,3.0,800.0,MS
Dr. Shweta Sardana Lochan,Gynecologist,MBBS,16.0,Delhi,Delhi,92.0,12.0,800.0,MS
Dr. Suman Sabharwal,Gynecologist,MBBS,47.0,Delhi,Delhi,75.0,3.0,800.0,DGO
Dr. Aaditi Acharya Sharma,Gynecologist,MBBS,16.0,Delhi,Delhi,95.0,82.0,700.0,DGO
Dr. Pratibha Aggarwal,Gynecologist,MBBS,34.0,Delhi,Delhi,100.0,4.0,1000.0,MD
Dr. Aparna Hegde,Gynecologist,MBBS,27.0,Delhi,Delhi,97.0,63.0,1750.0,MD
Dr. Pulkit Nandwani,Gynecologist,MBBS,19.0,Delhi,Delhi,93.0,126.0,600.0,Others
Dr. Reena Khandelwal,Gynecologist,MBBS,31.0,Nehru Place,Delhi,96.0,82.0,1100.0,MD
Dr. Jyotsna Gupta,Gynecologist,MBBS,20.0,Delhi,Delhi,99.0,44.0,700.0,DNB
Dr. Karishma Thariani,Gynecologist,MBBS,16.0,Delhi,Delhi,98.0,55.0,1750.0,MS
Dr. Soni Anand,Gynecologist,MBBS,24.0,Delhi,Delhi,95.0,66.0,700.0,DGO
Dr. Jyoti Bhaskar,Gynecologist,MBBS,34.0,Patparganj,Delhi,99.0,101.0,1100.0,MD
Dr. Rupali Goyal,Gynecologist,MBBS,23.0,Sarita Vihar,Delhi,100.0,24.0,2000.0,DNB
Dr. Rachna Verma,Gynecologist,MBBS,29.0,Delhi,Delhi,98.0,191.0,1200.0,DNB
Dr. Bhawna Bansal,Gynecologist,MBBS,16.0,Delhi,Delhi,100.0,6.0,500.0,"DGO, DNB"
Dr. Nancy Nagpal,Gynecologist,MBBS,16.0,Delhi,Delhi,93.0,10.0,900.0,MS
Dr. Poonam N Tara Thakur,Gynecologist,MBBS,28.0,Panchsheel Park,Delhi,92.0,11.0,1500.0,MD
Dr. Bandana Sodhi,Gynecologist,MBBS,31.0,Lajpat Nagar,Delhi,99.0,123.0,800.0,MD
Dr. Seema Thakur,Gynecologist,MBBS,28.0,Pusa Road,Delhi,95.0,9.0,1800.0,MS
Dr. Hamrah Siddiqui,Gynecologist,MBBS,37.0,Delhi,Delhi,92.0,22.0,600.0,MD
Dr. Vishakha Munjal,Gynecologist,MBBS,37.0,Nehru Place,Delhi,97.0,35.0,1500.0,MD
Dr. Vijay Lakshmi,Gynecologist,MBBS,27.0,Delhi,Delhi,99.0,17.0,1000.0,MD
Dr. Tanya Buckshee Rohatgi,Gynecologist,MBBS,24.0,Panchsheel Park,Delhi,75.0,1.0,2000.0,DNB
Dr. Seema Theraja,Gynecologist,MBBS,32.0,Moti Nagar,Delhi,93.0,18.0,1200.0,MD
Dr. Uma Rani Swain,Gynecologist,MBBS,26.0,Pusa Road,Delhi,100.0,0.0,1300.0,MD
Dr. Chhavi Singh,Gynecologist,MBBS,11.0,Delhi,Delhi,100.0,2.0,500.0,MS
Dr. Anita K Sharma,Gynecologist,MBBS,42.0,Saket,Delhi,81.0,98.0,1000.0,MD
Dr. Neelam Walia,Gynecologist,MBBS,47.0,Sarita Vihar,Delhi,95.0,146.0,800.0,MD
Dr. Alka Jain,Gynecologist,MBBS,34.0,Delhi,Delhi,60.0,4.0,700.0,MD
Dr. Vimal Grover,Gynecologist,MBBS,47.0,Nehru Place,Delhi,71.0,6.0,1500.0,MD
Dr. Indu Tandon,Gynecologist,MBBS,51.0,Greater Kailash Part 2,Delhi,100.0,7.0,1000.0,MD
Dr. Kusum Sahni,Gynecologist,MBBS,37.0,Shalimar Bagh,Delhi,100.0,0.0,1500.0,MD
Dr. Payal Singhal,Gynecologist,MBBS,27.0,Panchsheel Park,Delhi,77.0,7.0,1200.0,MD
Dr. Neha Kapoor,Gynecologist,MBBS,11.0,Delhi,Delhi,100.0,23.0,600.0,MD
Dr. Priyadarshini Ghosh,Gynecologist,MBBS,15.0,Nehru Place,Delhi,0.0,0.0,1200.0,DGO
Dr. Birbala Rai,Gynecologist,MBBS,45.0,Greater Kailash Part 2,Delhi,85.0,8.0,1100.0,MS
Dr. Meghana A,Gynecologist,MBBS,14.0,Vasant Kunj,Delhi,99.0,174.0,650.0,DNB
Dr. Alka Gupta,Gynecologist,MBBS,41.0,Punjabi Bagh,Delhi,99.0,107.0,1400.0,MD
Dr. Shalini Singh,Gynecologist,MBBS,25.0,Panchsheel Park,Delhi,100.0,3.0,1000.0,MS
Dr. Anubha Jain Singhal,Gynecologist,MBBS,11.0,Rohini Sector 7,Delhi,99.0,86.0,500.0,MS
Dr. Renu Chawla,Gynecologist,MBBS,39.0,Laxmi Nagar,Delhi,63.0,22.0,1000.0,MD
Dr. Neelam Suri,Gynecologist,MBBS,33.0,Sarita Vihar,Delhi,100.0,2.0,2000.0,MD
Dr. Sunita Gupta,Gynecologist,MBBS,40.0,Panchsheel Park,Delhi,87.0,27.0,1300.0,MD
Dr. Charanjit Kaur,Gynecologist,MBBS,37.0,Nehru Place,Delhi,67.0,2.0,1500.0,MD
Dr. Meena Harisinghani,Gynecologist,MBBS,42.0,Delhi,Delhi,0.0,0.0,500.0,MS
Dr. Pooja Gupta,Gynecologist,MBBS,19.0,Delhi,Delhi,77.0,5.0,500.0,MS
Dr. Jaya Kumar,Gynecologist,MBBS,25.0,Nehru Place,Delhi,0.0,0.0,700.0,"DGO, DNB"
Dr. Alka Gujral,Gynecologist,MBBS,43.0,Panchsheel Park,Delhi,86.0,6.0,1200.0,MD
Dr. Amodita Ahuja,Gynecologist,MBBS,9.0,Delhi,Delhi,92.0,8.0,500.0,MS
Dr. Kiranabala Dash,Gynecologist,MBBS,26.0,Sarita Vihar,Delhi,100.0,1.0,2000.0,MD
Dr. Tripti Raheja,Gynecologist,MBBS,25.0,Moti Nagar,Delhi,93.0,28.0,1200.0,MD
Dr. Nidhi Singh,Gynecologist,MBBS,7.0,Delhi,Delhi,0.0,0.0,600.0,MS
Dr. Amita Wadhwa,Gynecologist,MBBS,37.0,Greater Kailash Part 2,Delhi,100.0,3.0,1500.0,MD
Dr. Rakhi Gupta,Gynecologist,MBBS,29.0,Patparganj,Delhi,97.0,298.0,1000.0,MD
Dr. Suchismita Biswal,Gynecologist,MBBS,11.0,Rohini Sector 8,Delhi,100.0,11.0,500.0,MS
Dr. Kashika Gupta Kathuria,Gynecologist,MBBS,13.0,Delhi,Delhi,82.0,6.0,700.0,MS
Dr. Richika Sahay Shukla,Gynecologist,MBBS,21.0,Vasant Kunj,Delhi,97.0,44.0,2000.0,DNB
Dr. Meeta Airen,Gynecologist,MBBS,24.0,Delhi,Delhi,75.0,3.0,400.0,DNB
Dr. Rashmi Agarwal,Gynecologist,MBBS,45.0,Punjabi Bagh,Delhi,91.0,16.0,1000.0,MD
Dr. Anjila Aneja,Gynecologist,MBBS,30.0,Greater Kailash Part 2,Delhi,76.0,14.0,1500.0,MD
Dr. Kiran Dua,Gynecologist,MBBS,40.0,Panchsheel Park,Delhi,100.0,6.0,1600.0,MD
Dr. Surbhi Rustagi,Gynecologist,MBBS,25.0,Dwarka,Delhi,68.0,16.0,99.0,MD
Dr. Loveleena Nadir,Gynecologist,MBBS,39.0,Greater Kailash Part 2,Delhi,95.0,43.0,2000.0,MD
Dr. Meenakshi Sharma,Gynecologist,MBBS,21.0,Patparganj,Delhi,100.0,8.0,900.0,MD
Dr. Nitika Sobti,Gynecologist,MBBS,26.0,Punjabi Bagh,Delhi,95.0,11.0,1300.0,DGO
Dr. Urvashi Sehgal,Gynecologist,MBBS,42.0,Panchsheel Park,Delhi,87.0,18.0,2600.0,MD
Dr. Apurva Gupta,Gynecologist,MBBS,19.0,Panchsheel Park,Delhi,100.0,5.0,1300.0,MS
Dr. Rahul Manchanda,Gynecologist,MBBS,28.0,Panchsheel Park,Delhi,87.0,6.0,2100.0,MD
Dr. Rekha Khandelwal,Gynecologist,MBBS,45.0,Delhi,Delhi,83.0,14.0,1000.0,MS
Dr. Puja Prasad,Gynecologist,MBBS,19.0,Patparganj,Delhi,100.0,58.0,900.0,MS
Dr. Isha Khurana Vashisht,Gynecologist,MBBS,12.0,Moti Nagar,Delhi,100.0,3.0,1200.0,MS
Dr. Rushda Riaz,Gynecologist,MBBS,12.0,Mayur Vihar Ph-II,Delhi,96.0,20.0,700.0,DGO
Dr. Stuti Ranjan Chawla,Gynecologist,MD,23.0,Dwarka,Delhi,97.0,120.0,600.0,DGO
Dr. Deepika Rustogi,Gynecologist,MBBS,44.0,Ashok Vihar,Delhi,100.0,1.0,99.0,DGO
Dr. Kanika Batra Modi,Gynecologist,MBBS,12.0,Lajpat Nagar,Delhi,100.0,4.0,1000.0,DNB
Dr. Kanika Gupta,Gynecologist,MBBS,39.0,Patparganj,Delhi,82.0,8.0,800.0,MS
Dr. Anita Aggarwal,Gynecologist,MBBS,37.0,Patparganj,Delhi,100.0,2.0,1000.0,MD
Dr. Pooja Gupta,Gynecologist,MBBS,18.0,Delhi,Delhi,0.0,0.0,600.0,MD
Dr. Seema Sehgal,Gynecologist,MBBS,28.0,Punjabi Bagh,Delhi,77.0,9.0,1000.0,MS
Dr. Supriya Malhotra,Gynecologist,MBBS,40.0,Greater Kailash Part 2,Delhi,0.0,0.0,1500.0,MD
Dr. Tripti Sethi,Gynecologist,MBBS,15.0,Greater Kailash Part 2,Delhi,0.0,0.0,1000.0,DNB
Dr. Ruchi Bhandari,Gynecologist,MBBS,11.0,Saket,Delhi,0.0,0.0,1000.0,MS
Dr. Prerna Lakhwani,Gynecologist,MBBS,23.0,Greater Kailash Part 2,Delhi,0.0,0.0,1200.0,MS
Dr. Jayasree Sundar,Gynecologist,MBBS,24.0,Malviya Nagar,Delhi,100.0,23.0,1300.0,Others
Dr. Gauri Agarwal,Gynecologist,MBBS,16.0,Delhi,Delhi,40.0,3.0,600.0,DNB
Dr. Arvind Kumar Vaid,Gynecologist,MBBS,19.0,Patel Nagar South,Delhi,100.0,7.0,500.0,MD
Dr. Pawanpreet Kaur,Gynecologist,MS,10.0,Pitampura,Delhi,100.0,1.0,500.0,MBBS
Dr. Deepika,Gynecologist,MBBS,12.0,Green Park,Delhi,97.0,53.0,1500.0,MD
Dr. Shalini Gupta,Gynecologist,MBBS,22.0,Punjabi Bagh,Delhi,0.0,0.0,1000.0,MD
Dr. Kirti Purwar,Gynecologist,MBBS,18.0,Patparganj,Delhi,0.0,0.0,400.0,MS
Dr. Rekha Brar,Gynecologist,MBBS,19.0,Dwarka,Delhi,100.0,1.0,500.0,DNB
Dr. Sapan Vinayak,Pediatrician,MBBS,22.0,Vasant Kunj,Delhi,98.0,113.0,1000.0,Diploma in Child Health (DCH)
Dr. Ashok Kumar Dutta,Pediatrician,MBBS,51.0,Sarita Vihar,Delhi,100.0,3.0,1000.0,MD
Dr. Prem Narayan Dubey,Pediatrician,MBBS,56.0,Sarita Vihar,Delhi,0.0,0.0,1500.0,MD
Dr. Kumar Ankur,Pediatrician,MBBS,20.0,Pusa Road,Delhi,100.0,14.0,1100.0,MD
Dr. B. B. Aggarwal,Pediatrician,MBBS,33.0,Pusa Road,Delhi,100.0,0.0,1300.0,DNB
Dr. R N Srivastava,Pediatrician,MBBS,63.0,Sarita Vihar,Delhi,0.0,0.0,2500.0,Others
Dr. Prita Trehan,Pediatrician,MBBS,51.0,Sarita Vihar,Delhi,100.0,1.0,2000.0,MD
Dr. R K Alwadhi,Pediatrician,MD,26.0,Pusa Road,Delhi,100.0,0.0,1100.0,DNB
Dr. Ankit Parakh,Pediatrician,MBBS,20.0,Pusa Road,Delhi,95.0,6.0,1000.0,MD
Dr. Anupama Gupta,Pediatrician,MBBS,33.0,Panchsheel Park,Delhi,90.0,10.0,1500.0,MD
Dr. Pawan Kumar,Pediatrician,MBBS,21.0,Malviya Nagar,Delhi,99.0,417.0,1100.0,MD
Dr. Anupam Sibal,Pediatrician,MBBS,26.0,Sarita Vihar,Delhi,93.0,5.0,2000.0,MD
Dr. Sricha Sharma,Pediatrician,MBBS,21.0,Dwarka Sector 11,Delhi,97.0,402.0,600.0,Diploma in Child Health (DCH)
Dr. Manisha Chakrabarti,Pediatrician,MBBS,28.0,Sarita Vihar,Delhi,0.0,0.0,1500.0,MD
Dr. Shikha Mahajan,Pediatrician,MBBS,32.0,Pusa Road,Delhi,40.0,5.0,1100.0,DNB
Dr. Swati Bhardwaj,Pediatrician,MBBS,13.0,Pusa Road,Delhi,100.0,1.0,1100.0,MD
Dr. Tina Goel,Pediatrician,MBBS,21.0,Dwarka,Delhi,98.0,98.0,600.0,DNB
Dr. Anil Sabharwal,Pediatrician,MBBS,46.0,Ram Vihar,Delhi,100.0,9.0,1000.0,MD
Dr. V. K. Gupta,Pediatrician,MD,48.0,Dwarka Sector 12,Delhi,95.0,36.0,800.0,Others
Dr. Jasjit Singh Bhasin,Pediatrician,MBBS,38.0,Pusa Road,Delhi,82.0,2.0,1400.0,MD
Dr. Amit Modi,Pediatrician,MD,13.0,Vasundhra Enclave,Delhi,99.0,79.0,600.0,MBBS
Dr. Sabina Vij,Pediatrician,MBBS,21.0,Panchsheel Park,Delhi,100.0,12.0,1000.0,"Diploma in Child Health (DCH), DNB"
Dr. Rachna Sharma,Pediatrician,MBBS,19.0,Pusa Road,Delhi,0.0,0.0,1000.0,MD
Dr. Anita Bakshi,Pediatrician,MBBS,30.0,Sarita Vihar,Delhi,100.0,1.0,800.0,MD
Dr. Ajay K Tiwari,Pediatrician,MBBS,35.0,Vikas Puri,Delhi,100.0,52.0,700.0,MD
Dr. Amit K Tyagi,Pediatrician,MD,17.0,Pusa Road,Delhi,0.0,0.0,1100.0,MBBS
Dr. Vidya Gupta,Pediatrician,MBBS,38.0,Sarita Vihar,Delhi,86.0,3.0,2000.0,Others
Dr. Radhika Sachdev,Pediatrician,MBBS,24.0,Dwarka,Delhi,98.0,204.0,600.0,Diploma in Child Health (DCH)
Dr. Naresh Lal,Pediatrician,MBBS,11.0,Pusa Road,Delhi,100.0,3.0,800.0,MD
Dr. Latika Bhalla,Pediatrician,MBBS,37.0,Karol Bagh,Delhi,67.0,1.0,750.0,DNB
Dr. I P S Kochar,Pediatrician,MBBS,37.0,Sarita Vihar,Delhi,0.0,0.0,2000.0,MD
Dr. Anjana Gulani,Pediatrician,MBBS,27.0,Vasant Kunj,Delhi,95.0,23.0,700.0,"Diploma in Child Health (DCH), DNB"
Dr. Nameet Jerath,Pediatrician,MBBS,23.0,Sarita Vihar,Delhi,75.0,1.0,1000.0,MD
Dr. Vishal Vaidya,Pediatrician,MBBS,22.0,Dwarka,Delhi,98.0,42.0,800.0,Diploma in Child Health (DCH)
Dr. Amita Mahajan,Pediatrician,MBBS,30.0,Sarita Vihar,Delhi,100.0,1.0,1500.0,MD
Dr. Deepa Sharma,Pediatrician,MBBS,27.0,Sarita Vihar,Delhi,100.0,2.0,1500.0,"Diploma in Child Health (DCH), DNB"
Dr. Anibha  Pandey,Pediatrician,MBBS,13.0,Nehru Place,Delhi,80.0,4.0,800.0,DNB
Dr. Smita Malhotra,Pediatrician,MBBS,25.0,Sarita Vihar,Delhi,100.0,0.0,1500.0,DNB
Dr. Sarita Sharma,Pediatrician,MBBS,20.0,Sarvodaya Enclave,Delhi,97.0,15.0,800.0,MD
Dr. Vikas Taneja,Pediatrician,DNB,28.0,Dwarka Sector 6,Delhi,100.0,11.0,900.0,MBBS
Dr. Amit Agarwal,Pediatrician,MBBS,16.0,Malviya Nagar,Delhi,100.0,5.0,1300.0,MD
Dr. Ram Gopal Holla,Pediatrician,MBBS,28.0,Panchsheel Park,Delhi,92.0,13.0,1300.0,MD
Dr. Avadesh Ahuja,Pediatrician,MBBS,15.0,Greater Kailash Part 2,Delhi,100.0,5.0,1100.0,Diploma in Child Health (DCH)
Dr. Sunil Kumar Nakra,Pediatrician,MBBS,43.0,Malviya Nagar,Delhi,75.0,5.0,1500.0,Others
Dr. Surinder Kaur Arora,Pediatrician,Others,46.0,Saket,Delhi,100.0,1.0,1200.0,Others
Dr. Vibin K V,Pediatrician,MBBS,16.0,Pusa Road,Delhi,0.0,0.0,800.0,"Diploma in Child Health (DCH), DNB"
Dr. Manish Malik,Pediatrician,MBBS,26.0,Saket,Delhi,100.0,89.0,1200.0,MD
Dr. Vikram Gagneja,Pediatrician,MBBS,18.0,Dwarka Sector 6,Delhi,98.0,20.0,900.0,DNB
Dr. Aditi Singh,Pediatrician,MBBS,18.0,Dwarka Sector 7,Delhi,96.0,26.0,600.0,Diploma in Child Health (DCH)
Dr. Subhash Agarwal,Pediatrician,MBBS,50.0,Punjabi Bagh,Delhi,0.0,0.0,1500.0,MD
Dr. Naveen Gupta,Pediatrician,MBBS,23.0,Malviya Nagar,Delhi,95.0,34.0,1500.0,MD
Dr. Anil Batra,Pediatrician,MBBS,22.0,Malviya Nagar,Delhi,95.0,22.0,1500.0,MD
Dr. Neeta Kejriwal,Pediatrician,MBBS,24.0,Dwarka Sector 6,Delhi,100.0,1.0,900.0,MD
Dr. Satvinder Kapoor,Pediatrician,MBBS,29.0,Shalimar Bagh,Delhi,90.0,7.0,1000.0,DNB
Dr. Sandeep Taneja,Pediatrician,MBBS,25.0,Janakpuri,Delhi,97.0,19.0,800.0,"Diploma in Child Health (DCH), DNB"
Dr. Raghuram Mallaiah,Pediatrician,MBBS,28.0,Greater Kailash Part 2,Delhi,95.0,9.0,1200.0,"Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
Dr. Atul Chopra,Pediatrician,MBBS,25.0,Greater Kailash Part 2,Delhi,100.0,203.0,1200.0,MD
Dr. Sufla Saxena,Pediatrician,MBBS,20.0,Dwarka Sector 6,Delhi,100.0,10.0,1100.0,"Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
Dr. Vivek Choudhury,Pediatrician,MBBS,18.0,Moti Nagar,Delhi,80.0,11.0,1200.0,MD
Dr. Deepika Gulati,Pediatrician,MBBS,20.0,Janakpuri,Delhi,94.0,17.0,750.0,"Diploma in Child Health (DCH), DNB"
Dr. Deepak Sikriwal,Pediatrician,MBBS,22.0,Greater Kailash Part 2,Delhi,100.0,11.0,1100.0,MD
Dr. Parvathi Unninayar Iyer,Pediatrician,MBBS,39.0,Okhla,Delhi,0.0,0.0,1500.0,MD
Dr. Kalyanashish Das,Pediatrician,MBBS,23.0,CR Park,Delhi,100.0,21.0,600.0,Diploma in Child Health (DCH)
Dr. Ankita Katiyar,Pediatrician,MBBS,5.0,Malviya Nagar,Delhi,100.0,11.0,400.0,Diploma in Child Health (DCH)
Dr. Himanshu Batra,Pediatrician,MBBS,11.0,Dwarka Sector 6,Delhi,80.0,4.0,900.0,DNB
Dr. Vinay Kumar Rai,Pediatrician,MBBS,15.0,Dwarka Sector 6,Delhi,100.0,1.0,1100.0,MD
Dr. Atish Narayanrao Bakane,Pediatrician,DNB,12.0,Sarita Vihar,Delhi,0.0,0.0,1000.0,Others
Dr. Anil Kumar Gulati,Pediatrician,MBBS,43.0,Saket,Delhi,100.0,129.0,1200.0,MD
Dr. Vikram Kumar Singh,Pediatrician,MBBS,23.0,CR Park,Delhi,100.0,2.0,1000.0,MD
Dr. Ashok Saxena,Pediatrician,MBBS,40.0,Dwarka Sector 6,Delhi,83.0,5.0,1100.0,MD
Dr. Anamika Dubey,Pediatrician,MBBS,26.0,Malviya Nagar,Delhi,100.0,6.0,1100.0,MD
Dr. Poonam Sidana,Pediatrician,MBBS,26.0,Punjabi Bagh,Delhi,100.0,10.0,1000.0,MD
Dr. Maitreye Datta,Pediatrician,MBBS,10.0,Dwarka Sector 6,Delhi,100.0,0.0,700.0,MD
Dr. Naresh Bhatia,Pediatrician,MBBS,37.0,Patparganj,Delhi,100.0,0.0,1000.0,MD
Dr. L.N. Taneja,Pediatrician,MD,39.0,Patparganj,Delhi,100.0,0.0,1000.0,MBBS
Dr. Vinita Jain,Pediatrician,MBBS,20.0,Shalimar Bagh,Delhi,0.0,0.0,1000.0,DNB
Dr. Susanta Kumar Badatya,Pediatrician,MBBS,13.0,Moti Nagar,Delhi,100.0,3.0,1200.0,MD
Dr. Vineeta Rajput,Pediatrician,MBBS,22.0,Janakpuri,Delhi,80.0,6.0,600.0,MD
Dr. Praveen Khilnani,Pediatrician,MBBS,22.0,Malviya Nagar,Delhi,0.0,0.0,1600.0,MD
Dr. Mandeep Kaur Walia,Pediatrician,MBBS,26.0,Vasant Kunj,Delhi,86.0,15.0,700.0,MD
Dr. Kavita Singh,Pediatrician,MBBS,19.0,Janakpuri,Delhi,100.0,1.0,600.0,DNB
Dr. Mily Ray,Pediatrician,MBBS,24.0,Patparganj,Delhi,100.0,0.0,800.0,MD
Dr. Prabhjot Kaur Bajaj,Pediatrician,MBBS,20.0,Patparganj,Delhi,75.0,1.0,800.0,Others
Dr. Praveen Makhija,Pediatrician,MBBS,22.0,Saket,Delhi,88.0,8.0,1200.0,MD
Dr. Shashi Shekhar Singh,Pediatrician,MBBS,35.0,Saket,Delhi,100.0,0.0,1100.0,MD
Dr. B P Bansal,Pediatrician,MBBS,14.0,Vasant Kunj,Delhi,86.0,5.0,600.0,Diploma in Child Health (DCH)
Dr. Rekha Mittal,Pediatrician,MBBS,35.0,Malviya Nagar,Delhi,50.0,2.0,2000.0,MD
Dr. Anjali Saxena,Pediatrician,MBBS,32.0,Malviya Nagar,Delhi,100.0,2.0,1100.0,MD
Dr. Udit Rohatagi,Pediatrician,MBBS,26.0,Patparganj,Delhi,100.0,2.0,700.0,MD
Dr. Sunil Sareen,Pediatrician,MBBS,26.0,Punjabi Bagh,Delhi,50.0,1.0,1000.0,DNB
Dr. Sonia Mittal,Pediatrician,DNB,25.0,Shalimar Bagh,Delhi,67.0,1.0,1000.0,MBBS
Dr. N P Singh,Pediatrician,MBBS,22.0,Dwarka Sector 12,Delhi,100.0,1.0,750.0,MD
Dr. Rinky Tandon,Pediatrician,MBBS,9.0,Hauz Khas,Delhi,100.0,2.0,1200.0,DNB
Dr. Varun Vij,Pediatrician,MD,14.0,Saket,Delhi,100.0,0.0,1000.0,MBBS
Dr. Chandrasekhar Singha,Pediatrician,MBBS,18.0,Malviya Nagar,Delhi,0.0,0.0,1300.0,MD
Dr. Gurleen Sikka,Pediatrician,MBBS,14.0,Punjabi Bagh,Delhi,0.0,0.0,1000.0,MD
Dr. Nandini Choudhary Hazarika,Pediatrician,MBBS,22.0,Malviya Nagar,Delhi,0.0,0.0,1300.0,MD
